,count,hate_speech,offensive_language,neither,class,tweet
15088,6,0,0,6,2,"RT For the 1st time in the Tom Brady era, the Patriots are in sole possession of last place in the AFC East "
15093,3,0,0,3,2,RT Up with the birds to fish on the Li River 
15099,3,0,0,3,2,"RT Rick Scott beating win number in 30 counties, Charlie Crist in 13. #FLGOV"
15103,3,0,0,3,2,"RT In the ME, the crow would eat the bear MT Obviously not in the ME MT Bear Saves Drowning Crow - An"
15111,3,0,0,3,2,RT RIGHT NOW: NewsCenter 5 projecting Charlie Baker will be Gov-elect by a razor thin margin  #wcvb
15120,3,0,0,3,2,RT called Charlie Baker to concede around 8:15 this morning. She plans to address supporters at 11am. #wcvb
15122,3,0,0,3,2,RT New bus stop. Guy across the street is yelling and doing David Lee Roth kicks at swooping crows. I should learn karate.
15125,3,0,0,3,2,RT I think Zlatan even has Class in the way he talks trash
15133,3,0,0,3,2,RT He's trash RT Too early to call Austin Rivers a draft bust ?
15135,3,0,0,3,2,RT Came to training camp today to find Charlie Batch asleep on the curb...
15153,3,0,0,3,2,RT How bad u want something is meaningless If how bad you're willing to work for the thing u want Isn't 10xs as intense as ho
15159,3,0,0,3,2,"RT Fake friends are no different than shadows, they stick around during your brightest moments, but disappear during your darkest ho"
15161,3,0,0,3,2,"RT Pink ""albino"" dolphins are extremely rare but do exist in the wild. "
15162,3,0,0,3,2,RT Jimmy and two-man doo-wop performance just went live on YouTube!  #FallonTonight htt
15164,3,0,0,3,2,"RT Can kids say much when their parents pay for everything? RT If he paying every bill, I can't complain abo"
15177,3,0,0,3,2,RT Yankees acquire Chase Headley from the Padres for Yangervis Solarte and Rafael DePaula.
15211,3,0,0,3,2,RT Oreo Cheesecake Bites. 
15212,3,0,0,3,2,RT Deep Fried Oreos  . 
15213,3,0,0,3,2,RT Oreo Drumstick! 
15214,3,0,0,3,2,RT Oreo ice cream. ~ 
15215,3,0,0,3,2,RT Ultimate Chocolate Chip Cookie n' Oreo Fudge Brownie Bar 
15216,3,0,0,3,2,RT Oreo cake 
15217,3,0,0,3,2,RT Oreo Ice Cream Cake 
15220,6,0,0,6,2,"RT 52% of the world's mammals, birds, reptiles, amphibians  fish vanished between 1970  2010:  "
15223,3,0,0,3,2,RT #FoxNews projects that Wyoming Senator Mike Enzi will defeat Democratic challenger Charlie Hardy. #Election2014
15229,3,0,0,3,2,RT How can anyone hate Charlie Sheen 
15276,3,0,0,3,2,RT I hope I made these pot brownies right 
15278,3,0,0,3,2,RT Please win it all this year @Yankees
15295,3,0,0,3,2,"RT this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut "
15314,3,0,0,3,2,"RT The racists are and its crew of anchors. Not ""right wing "" folks. mocks mixed GOP kids.
"
15323,3,0,0,3,2,"RT ""A day without laughter is a day wasted."" 

~Charlie Chaplin"
15327,3,0,0,3,2,RT Everytime I see Nelson Agholor make a play I want to puke. Kid should've been a gator. Thanks Charlie Cheeseburger.
15329,3,0,0,3,2,RT Conan O'Brien mocks the new Call of Duty game while getting killed repeatedly. 
15345,3,0,0,3,2,RT trassshhh RT Them 13's that come out this weekend so trash!
15346,3,0,0,3,2,"RT Mariano Rivera now has a street outside Yankee Stadium named after him, which Giants have also had similar honors: "
15348,3,0,0,3,2,"RT reasons to be a mermaid:

- no periods
- no pants
- perfect hair
- u get to lure men into their death

also, free clam"
15353,3,0,0,3,2,RT Oreo Frappuccino 
15359,3,0,0,3,2,"RT Yep, Steve Spurrier just sorta compared Alabama to the Yankees. ""They've (NY) got the biggest payroll, they don't win ever"
15375,3,0,0,3,2,RT My mind is so clear a bird just crashed into the side of my head.
15380,3,0,0,3,2,"RT I was already 24 when Jeter arrived so I had plenty of #Yankees memories, but next year is going to be very odd indeed."
15412,3,0,0,3,2,RT What's that bright yellow thing the ref just showed to Martins Indi?! I can't remember seeing one of those before! #clubmetro
15440,3,0,0,3,2,RT I just found an Oreo in my pocket... Is it yours? Thanks for looking after it .xx
15441,6,0,0,6,2,RT A bird pooped on me.
15442,6,0,0,6,2,RT It was all yellow. 
15443,3,0,0,3,2,"RT On this #ArmisticeDay the cry ""Never Again"" is absent and mocks our pledge to #NeverForget the fallen from ancient an"
15467,3,0,0,3,2,RT When I was little I remember laying horrified in bed as hand puppets held a mock trial convicting me of putting my hand up th
15470,3,0,0,3,2,"RT Yankees shouldn't even bother to show up to Boston, man. Just fold the franchise. Cancel baseball."
15472,3,0,0,3,2,"RT 15 y/o me totally understood 'Twin Peaks'.

40 y/o me can't seem to follow these 'The Great Outdoors' Goldfish crackers "
15482,3,0,0,3,2,RT i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until 4 ho
15490,3,0,0,3,2,RT Cowboys trash again.The NFL is bike to normal
15493,3,0,0,3,2,"RT Allied soldiers mock Hitler atop his balcony at the Reich Chancellery, by Fred Ramage, 1945 "
15495,3,0,0,3,2,RT RT OK I'm watching mook vs lux....neither of them was good... But mook won 3-0 ..this wasn't CLOSE to me vs hitm
15501,3,0,0,3,2,"RT ""#BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels""
"
15502,3,0,0,3,2,RT That's for the birds.
15507,3,0,0,3,2,RT I like how I found out that you can now edit Facebook comments through a trending topic on Twitter. You think I'd hear abo ...
15513,3,0,0,3,2,RT Jihadi Work Accidents: 13 Taliban Fighters Killed When Their IEDs Detonated Prematurely  #Celebrate
15520,3,0,0,3,2,"RT Last name, Sinner
First name, Imma
Like ur pancakes in tha mornin, 
He got u covered like Aunt Jemima"
15533,6,0,0,6,2,"RT If you don't like my tweets with my belief in Jesus Christ, please respect it, but don't mock it or make negative remarks"
15536,3,0,0,3,2,"RT Obama: ""I will always do what is necessary to protect the American people and defend against evolving threats to our ho"
15550,9,0,0,9,2,RT Charlie Sheen is the man lol 
15572,3,0,0,3,2,RT If you not gator you gator bait #gatornation
15593,3,0,0,3,2,"RT My anaconda don't 
My anaconda don't 
My anaconda don't 

 Want 
 None 
 Unless 
 You 
 Got 

 Bunz 

Hun"
15596,3,0,0,3,2,RT Should of been a cork sole RT why is there no cork on the WTL XI?
15602,3,0,0,3,2,RT redskins gonna win and thats all im saying for the night
15607,3,0,0,3,2,RT I held you like a baby bird..  and now you come at me like this.. These friends ain't loyal  
15615,3,0,0,3,2,RT For the last few weeks my name been cripple 
15645,3,0,0,3,2,RT Uncle Charlie and nem lol
15647,3,0,0,3,2,"RT The Knicks are still trash, Melo signed for the money he don't even care about being on a good winning team."
15650,3,0,0,3,2,RT can Raheel mock Propphet Muhammad in same way as he mocked Lord Ram and Sita   will he apologise ?
15651,3,0,0,3,2,RT I am a strong believer that birds of a feather flock together
15655,3,0,0,3,2,"RT *Goes to Yankee candle*

*buys beer scented candle*

*goes home, lights it* 

*waits for a boyfriend*"
15660,3,0,0,3,2,RT Whipped 
15665,3,0,0,3,2,RT Cookies n' Cream Oreo Fudge Ice Cream 
15666,3,0,0,3,2,RT Oreo Cheesecake Bars 
15667,3,0,0,3,2,RT Oreo Ice Cream Cake 
15668,3,0,0,3,2,RT Oreo Ice Cream Sandwiches 
15669,3,0,0,3,2,RT Oreo cheesecake bites! 
15670,3,0,0,3,2,"RT reasons to be a mermaid:

- no periods
- no pants
- perfect hair
- u get to lure men into their death

also, free clam bra"
15673,3,0,0,3,2,"RT Obama Says Hes Irritated But Does Not Feel Repudiated After Losing Senate (Video)  
Awwwww...ho"
15674,3,0,0,3,2,"RT If your girlfriend is taller than you, it's her responsibility to take the trash out  fight off anyone that breaks into you"
15691,3,0,0,3,2,"RT Feb 2015
Jordan 4 Retro Remastered
""Oreo""
314254-003
"
15695,3,0,0,3,2,RT You may be redneck if you put steak seasoning on popcorn @weidie1211
15703,3,0,0,3,2,RT Where has this been all year? But still #FireCashman #Yankees
15712,3,0,0,3,2,RT Thanks Carolina fans 4 the flipped birds+few bottles to the head. Sticks n stones may break my bones but aluminum zimas will 
15725,3,0,0,3,2,"RT Alec Baldwin mocks Harris-Perry: If I cry, will I be forgiven all my transgressions?  via @BizPacRevi"
15761,3,0,0,3,2,RT Winning Browns! #cle #clevelandfans #clevelandpride #clevelandbrowns #clevelandsports #browns #brownie 
15788,3,0,0,3,2,"RT JSU coach Omar Johnson: ""It's what u do against the ball. U throw it, hit it, catch it. Doesn't matter if the Yankees are "
15790,3,0,0,3,2,RT Clever. RT Watch Burfict make the hit and then mock officials by throwing a flag on himself. 
15804,6,0,0,6,2,"RT  
Tiny Jihadi "
15817,3,0,0,3,2,"RT ""Deme gallo pinto con carne asadita, madurito..y...una milca, amor"""
15819,3,0,0,3,2,RT Charlie Sheen will star in a new sitcom as an anger management therapist. So what's next? Casey Anthony as the owner of ...
15843,3,0,0,3,2,RT Downloaded flappy bird 5 minutes ago... It's already deleted.
15844,3,0,0,3,2,RT Top tip of the day - if you want to be inconspicuous at an Elbow gig - don't wear a yellow jacket!! 
15848,3,0,0,3,2,"RT Yeah Kaepernick might have biceps like a Greek God, but the dude looks like he was conceived by a Proboscis monkey http"
15852,3,0,0,3,2,RT I was in a Kik group once. But we called it a party line and old Charlie the barber was always hogging the calls.
15853,3,0,0,3,2,"RT ""Lester, the parasitic spider monkey, had 1 redeeming quality: he ran the boat,  the boat attracted women."" 'ONLY IN #C"
15858,3,0,0,3,2,RT #cheese #crackers #lacking 
15866,3,0,0,3,2,"RT I wrote whole game story on how Orpik shut down Ovi two nights in a row. Many of you will mock this. But he was really, "
15875,3,0,0,3,2,RT To help eliminate faking injury  diving - post game video review of dives  give divers yellow cards after game. #Wor
15903,3,0,0,3,2,RT Me too! Defiantly going to see that new planet of the apes tonight
15907,3,0,0,3,2,"RT Charlie Strong took the longhorn logos off his players' helmets: They have to earn it back.

  #Sport"
15908,3,0,0,3,2,"RT Hun, wrong social networking site RT666 - LMS for a good morning post, and something extra (maybe)"
15937,3,0,0,3,2,"RT Latest DraftExpress mock draft has Randle #3, Cauley-Stein #9, Young #14, Poythress #37. Harrison twins  Dakari Johnson a"
15950,3,0,0,3,2,RT Week from Thursday might be the last #Yankees game to look forward to in a while. If nothing else Jeter deserves that night 
15952,3,0,0,3,2,RT No-TV-During-the-Week #parenting rule has thrown quite a monkey wrench into #RooseveltsPBS viewing schedule. #DVRtime #
15954,3,0,0,3,2,RT Could never date someone with yellow teeth
15958,3,0,0,3,2,RT Think #windturbines are bad for birds? Compare:  via  via 
15959,3,0,0,3,2,"RT Charlie Crist doesn't have any more political parties to join, but he could become a spokesman for a fan company."
15960,3,0,0,3,2,"RT Now go take out the trash . Today I was #outnumbered, but thankfully not #dismembered! Thanks, Ladies "
15973,3,0,0,3,2,RT you mean like the Yankees did this year when they prioritized a farewell tour over a playoff run?
15977,3,0,0,3,2,RT lmao it will have a slope of -2x+1
15978,3,0,0,3,2,"RT The #Cardinals are #MLB's gold standard, and there isn't even a close silver. #Dodgers #Giants #Tigers #Yankees "
15984,3,0,0,3,2,RT IF A SINGLE WASP COULD READ THESE #WaspFacts TWEETS THERE COULD BE A PEACE TREATY BETWEEN WASPS AND MAN BUT WASPS ARE 
15992,3,0,0,3,2,RT My idea of a diet is eating regular Oreos instead of double stuft and takin off half the cookie (still dip it in 2% ...
16001,3,0,0,3,2,RT Beautiful smiles and colored eyes
16002,3,0,0,3,2,RT babes we buy brazilian and Peruvian not Bengali
16004,3,0,0,3,2,RT Giants- Pitiful .. Jets-Pitiful .. Mets- Pitiful .. Yankees-Pitiful .. Nets- Pitiful .. Knicks-Pitiful ... Ny sports- Pitiful
16005,3,0,0,3,2,RT Lewis so trash lmao
16027,3,0,0,3,2,RT ouuua ita siana. alu polosi ho nifo NAMU TA'E.
16040,3,0,0,3,2,RT Female IG Models in person be so trash 
16049,3,0,0,3,2,RT Remember all the trash on the floor of your car? We upgraded it  put Wale's The Gifted so it feels like your old car htt
16064,3,0,0,3,2,RT Mets superstar pitcher is at the Yankees game wearing a Knicks hat #KnicksTape 
16076,7,0,0,7,2,RT Hot 97 trash.
16086,3,0,0,3,2,RT Sometimes I turn my phone on loud to tweet just to hear the bird chirp. #TrueStory #TeamiPhone
16093,3,0,0,3,2,"RT You know how in superhero stories the best insult for superheroes dumb mooks can come up with is ""do-gooder?"" #whiteknight"
16095,3,0,0,3,2,RT If you buy tickets for Transformers 3D they just lock you in an aluminum trash can and toss you from an overpass into rus
16101,3,0,0,3,2,RT Keys open doors when them keys is albino
16113,6,0,0,6,2,RT Isis and Jihadi Terrorists 'Post 90 Tweets Every Minute' to Spread Propaganda 
16117,3,0,0,3,2,RT i'm so hungry if someone would send me a flying parachute with brownies attached to it like they do in the hunger games tha
16121,3,0,0,3,2,"RT Magnus the ""team leader"" was particularly rude and unhelpful. As opposed to Charlie, who just blatantly lied. Awful service. @s"
16123,3,0,0,3,2,"RT Nov 22,2012: Thanksgiving Dinner: 2:00pm: Proof on Main. A day being preoccupied with a giant bird in your... http:// ..."
16146,3,0,0,3,2,"RT #Yankees fans having flashbacks! RT You remember THIS Phil Hughes! It's already 4 to 0, still no "
16147,3,0,0,3,2,"RT #AskDrMann Is having no amici briefs filed on your behalf kind of like Charlie Brown never, ever getting ANY Valentin"
16161,3,0,0,3,2,RT trash liars RT these law students are terrible liars #HTGAWM
16163,3,0,0,3,2,"RT Jihadi-In-Chief Hussein Urges restraint in Fighting Islamic ButchersApparently, we SHOULD be nice to ISIS...we might hurt"
16203,3,0,0,3,2,"RT When someone is murdered, the police investigate the spouse first. 

And that tells you everything you need to know abo"
16204,3,0,0,3,2,RT BREAKING: Florida Pro-Life Gov. Rick Scott Defeats Pro-Abortion Challenger Charlie Crist  #tcot http:
16222,3,0,0,3,2,RT Eddie Lacy rookie of the year! Well deserved The green  yellow bumble bee bekuz if he hit ya it's gon sting!Green Bay all
16228,3,0,0,3,2,RT And I thought I had a problem! #Oreos 
16251,3,0,0,3,2,"RT - #CMchat why do U think its so hard for""hick hop""2get major air time on most stations #cmchat when it's w"
16254,3,0,0,3,2,RT When I make the paper ball into the trash can.  
16257,3,0,0,3,2,RT Amo a esa gente que me odia.. 
16301,3,0,0,3,2,"RT A bird doesn't sing because it has an answer, it sings because it has a song.~ @DrMayaAngelou"
16309,3,0,0,3,2,RT That's what sports are about. Forget the arrogance  trash talking. Its about making people feel like they are a part 
16316,3,0,0,3,2,"RT Big night at WCVB. Martha Coakley-Charlie Baker debate here at 7, Bruins-Minnesota WIld, World Series Game #6."
16319,3,0,0,3,2,"RT Jamal is a fool  first he called me a leprechaun, then he said my heart cant be blue or purple. It gotta be yellow or"
16329,3,0,0,3,2,RT Rise of the planet of the apes 
16330,3,0,0,3,2,"RT Nah, 2013 was trash RT 2014 was so trash dawg"
16335,3,0,0,3,2,"RT Derek Jeter and the present Paul Konerko with a retirement gift.

WATCH:  "
16336,3,0,0,3,2,"RT Since 1914, Derek Jeters 91 multi-hit games vs are 4th most among behind Gehrigs 121, Ruths 99 an"
16345,3,0,0,3,2,RT yeah they trash. Q... this man capitalized his H tho.... i'm takin all ya fans.
16347,3,0,0,3,2,"RT #bowebergdahl There hasn't been a trade this lopsided since Babe Ruth was traded to the Yankees for ""No No Nanette"" cash."
16356,3,0,0,3,2,RT vintage mickey  
16359,3,0,0,3,2,RT NBC News projects Charlie Baker (R) wins Massachusetts Governor. 
16366,3,0,0,3,2,"RT itni bahaduri!!! interviews mein to hamesha marne ko tayyar rehte ho, got scared of crackers? LOL "
16370,6,0,0,6,2,RT When I make the paper ball into the trash can 
16372,3,0,0,3,2,RT BREAKING: Charlie Crist files emergency motion for a mulligan.
