term,vocabulary_id,hateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,plural_of,variant_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings
anchor babies,dUzTUnsBR,"A child of illegal immigrants, particularly in the United States, from the notion of dropping an anchor for other family members to acquire citizenship",True,,62.0,anchor baby,,False,True,False,False,False,False,False,652
Angies,PxsWdFnsW,"Used in Quebec to denote English-speaking Canadians, from 'Anglophone'.",False,,,Angie,,False,True,False,False,False,False,False,0
Americoons,KeAHsWNKo,Combination of American and 'coon',True,,,Americoon,,False,True,False,False,False,False,False,10
Ahabs,FKLGmBHnA,From Moby-Dick. Ahab hunted the white whale.,False,,72.0,Ahab,,False,False,False,False,False,False,False,0
albinos,VWqNzWkeA,A Caucasian person.,False,,,albino,,False,True,False,False,False,False,False,0
abos,FfBcDJC9H,"Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.",False,,82.0,abo,,False,True,False,False,False,False,False,11
African catfishes,uK22Hwkqz,Referring to Muslims in Myanmar as an invasive species,True,,,African catfish,,False,True,True,False,False,False,False,0
Africoons,rhjpYp2ee,Combination of African and 'coon'.,True,,89.0,Africoon,,False,True,False,False,False,False,False,126
Afro-Saxons,2HZo9mCFi,Caucasian person who 'acts black',True,,,Afro-Saxon,,False,True,False,False,False,False,False,18
afs,cATPpXa4G,"An African, used by white Rhodesians.",False,,100.0,af,,False,True,False,False,False,False,False,0
abbos,4wdioUyAQ,"Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.",False,,,abbo,,False,True,False,False,False,False,False,20
ABCDs,ExHX2yTyR,"American-Born Confused Desi, Indian Americans, Pakistani Americans or other South Asians, (desi) who were born in the United States. Used chiefly by South Asian immigrants to imply confusion about cultural identity.",False,,40.0,ABCD,,False,True,False,False,False,False,False,0
ziojew,NtvpxgvMT,Derogatory term for a Jewish zionist or those being accused of such,True,,96.0,,,False,True,True,False,False,False,False,48
yard ape,czQmdgfms,A black person,True,,99.0,,,False,True,False,False,False,False,False,76
yellow invader,DAGYWQbgi,Accusative term for refugees or immigrants from Asia,True,,97.0,,,False,True,False,False,False,False,False,1
wegro,dzgfnwkrZ,A white person who is acting like a black person,False,,99.0,,,False,True,False,False,False,False,False,12
whigga,RCAkVRfYf,A white person who is acting like a black person,True,,71.0,,,False,True,False,False,False,False,False,597
tree nigger,KEZm8ckXa,A Native American person,True,,100.0,,,False,True,False,False,False,False,False,3
wapanese,oeRxL7WaN,A white person who is acting like a Japanese person,False,,78.0,,,False,True,False,False,False,False,False,16
suspook,VxcEzomv2,A black person suspected of a crime,True,,99.0,,,False,True,False,False,False,False,False,4
taco nigger,Y9kqviVYq,An Hispanic person,True,,99.0,,,False,True,False,False,False,False,False,18
sheboon,sXCcFRi2B,Combination of 'she' and 'baboon' to indicate a black woman,True,,99.0,,,False,True,False,False,False,False,False,361
sand nip,Ln8VMqGCX,A person from the South Pacific,True,,99.0,,,False,True,False,False,False,False,False,0
reffo,CedaYXctD,Derogatory term for refugees,False,,95.0,,,False,True,False,False,False,False,False,16
rice nigger,VKmAhQTR2,An Asian person,True,,93.0,,,False,True,False,False,False,False,False,14
red nigger,HeThmckyy,A Native American person,True,,98.0,,,False,True,False,False,False,False,False,12
pavement ape, tEKbCmzG,A black person,True,,98.0,,,False,True,False,False,False,False,False,80
Palestinkian,eLqnd73CV,Childish slur for Palestinians,True,,48.0,,,True,False,False,False,False,False,False,3
niggera,UyxRQXYGZ,Alternative use of the term 'nigger',True,,98.0,,,False,True,False,False,False,False,False,49
niggerette,KZLFMFzqY,Female diminuitive of 'nigger',True,,98.0,,,False,True,False,False,False,False,False,19
niggerfag,4geTZPV4f,A homosexual of African descent,True,,98.0,,,False,True,False,False,True,False,False,5
niggerize,MhpsEBUGG,To increase African American / African influence,True,,98.0,,,False,True,False,False,False,False,False,58
niggerwool,PwazibGyA,Describing the texture of African American hair,True,,98.0,,,False,True,False,False,False,False,False,0
nigger-knock,RnVgazWDZ,Intimidation of black families by anonymous knocking on their front doors,True,,99.0,,,False,True,False,False,False,False,False,0
nappyhead,MQGLHULja,Describing the texture of African American hair,True,,99.0,,,False,True,False,False,False,False,False,62
muzzpig,wEYnsHwCX,Derogatory portmanteau of Muslim and 'pig',True,,94.0,,,False,False,True,False,False,False,False,1
muzzrat,VtzBYjZGF,Derogatory portmanteau of Muslim and 'rat',True,,94.0,,,False,False,True,False,False,False,False,85
muzzy,gZyFnochq,Perjorative diminuitive of Muslim,True,,83.0,,,False,False,True,False,False,False,False,269
musla,BZoFdqLCY,Perjorative diminuitive of Muslim,False,,94.0,,,False,False,True,False,False,False,False,37
muslimal,sfCkhijyu,Derogatory portmanteau of Muslim and 'animal',True,,80.0,,,False,False,True,False,False,False,False,3
kneegrow,DHWeAGvKd,Alternative form of 'negro',True,,99.0,,,False,True,False,False,False,False,False,664
jewbag,bYNFmB8LF,A selfish or greedy Jew,True,,96.0,,,False,True,True,False,False,False,False,27
jew-fucker,cRsYPQKdm,One who has sexual relations with Jews,True,,93.0,,,False,True,True,False,False,False,False,0
honklet,eMDrkxqjs,The diminuitive of 'honky',True,,83.0,,,False,True,False,False,False,False,False,5
hori,dLqTxhyMq,Perjorative term for Maori people,False,,83.0,,,False,True,False,False,False,False,False,7
guidette,G8FKDRnpW,A woman of Italian descent,False,,80.0,,,False,True,False,False,False,False,False,71
gash,wKoDjEFZY,Derogatory term referring to a woman's genitals,False,,85.0,,,False,False,False,True,False,False,False,0
gay,ndkUVAgRe,[1] Someone who acts like a homosexual [2] Something stupid.,False,,76.0,,,False,False,False,False,True,False,False,1
gimp,MNG9UNPHj,A disabled person,False,,97.0,,,False,False,False,False,False,True,False,194
fudgepacker,LaVFXPUYE,A homosexual who engages in anal sex,True,,69.0,,,False,False,False,True,True,False,False,277
flipabeano,jdWVrzLjZ,A person of Filipino and Mexican descent,True,,70.0,,,True,False,False,False,False,False,False,0
fagbag,cEBJ2nMNX,A homosexual male,True,,98.0,,,False,False,False,False,True,False,False,393
derka derka,rknwZYjMw,Derogatory interpretation of the Arabic language; most often applied in contexts relating to the Middle East and North Africa or Muslims in general,True,,82.0,,,False,True,True,False,False,False,False,20
dindu nuffin,pczCEQBNb,"A derogatory contraction of the words ""didn't do nothing,"" popularized as a slur against black people as a mockery of regional pronunciation",True,,98.0,,,False,True,False,False,False,False,False,818
coonadian,3tKVVTwnL,A Canadian of African descent; sometimes applied to aboriginals,True,,99.0,,,False,True,False,False,False,False,False,11
clog wog,tuUvptZQx,A Dutch person,False,US,61.0,,,True,True,False,False,False,False,False,9
cocksucker,TrpChfsZt,A homosexual who engages in oral sex,False,,74.0,,,False,False,False,False,True,False,False,0
Congoid,VxcXGhGEJ,Some concatenation of Congo and mongoloid,True,,92.0,,,False,True,False,False,False,False,False,140
chimp-out,YDaaFLwuu,Acts of aggression commited by a black person,False,,97.0,,,False,True,False,False,False,False,False,11
cholo chaser,4G2wcQTWZ,A person who engages in relationships with hispanic individuals,True,,66.0,,,False,True,False,False,False,False,False,1
chimp pack,vNrJWhyyk,A group of black people,False,,86.0,,,False,True,False,False,False,False,False,1
butt pirate,JuXUP7M2s,A homosexual who engages in anal sex,True,,88.0,,,False,False,False,True,True,False,False,627
bootlip,vtuMAYdp7,A term for African Americans,False,,90.0,,,False,True,False,False,False,False,False,13
black invader,4LmhMZKUi,Accusative term for refugees or immigrants of darker complexion,True,,82.0,,,False,True,False,False,False,False,False,26
tynekere,U7XB6fC79,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,,86.0,,tinker,False,True,False,False,False,False,False,0
tynkard,9CCMjFQbE,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,,86.0,,tinker,False,True,False,False,False,False,False,0
tynkare,UUqqkY4CM,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,,86.0,,tinker,False,True,False,False,False,False,False,0
Rhine monkey,ZuAbaNuN7,A person of German descent.,False,,63.0,,,True,False,False,False,False,False,False,0
proddywhoddy,ZRUNtv3uU,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",False,,82.0,,prod,False,False,True,False,False,False,False,0
pommie grant,V8kK3c7CY,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",False,,85.0,,pom,True,False,False,False,False,False,False,0
bhrempti,Guu4dGFhA,"An Indian, based on the perceived pronunciation of 'twenty'.",False,,12.0,,,True,True,False,False,False,False,False,0
mongol,V3b2KWX42,Disabled,False,,90.0,,,False,False,False,False,False,True,False,0
blue gum,za3nc7RBB,A black person.,False,,65.0,,,False,True,False,False,False,False,False,27
nafri,RBDETb37d,North African man who sexually harasses women,False,DE,81.0,,,False,True,False,False,False,False,False,9
flip,b4ZKxx6Ux,A person from the Philippines,False,,98.0,,,True,False,False,False,False,False,False,0
globalist,UtFDZRP8U,Coded language often used as a negative euphemism for Jew,False,,91.0,,,True,False,True,False,False,False,False,0
holohoax,yRR8wkBE8,Holocaust hoax (Holocaust denial),False,,98.0,,,False,False,True,False,False,False,False,122
